tarih1,ilce,bildirimsiz_sum,bildirimli_sum,t_2m:C,effective_cloud_cover:p,global_rad:W,relative_humidity_2m:p,wind_dir_10m:d,wind_speed_10m:ms,prob_precip_1h:p,t_apparent:C,Tatil
10-29,manisa-akhisar,6.333333333333333,0.3333333333333333,15.233333333333334,3.1333333333333333,0.0,72.66666666666667,26.299999999999997,2.5333333333333337,1.0,15.433333333333335,0.0
10-29,manisa-alasehir,4.333333333333333,0.0,14.866666666666667,0.8333333333333334,0.0,73.56666666666666,291.7,1.3,1.0,15.266666666666666,0.0
10-29,manisa-demirci,2.5,0.0,12.35,0.0,0.0,71.6,92.35,1.3499999999999999,1.0,12.100000000000001,0.0
10-29,manisa-golmarmara,1.0,0.0,14.6,0.0,0.0,60.9,338.0,1.7,1.0,14.0,0.0
10-29,manisa-gordes,3.5,0.0,12.25,3.35,0.0,83.35,161.8,1.85,1.0,11.95,0.0
10-29,manisa-kirkagac,1.6666666666666667,0.0,12.933333333333332,4.633333333333334,0.0,87.23333333333333,345.56666666666666,1.8666666666666665,1.0,13.766666666666666,0.0
10-29,manisa-koprubasi,1.5,0.0,15.55,0.0,0.0,86.1,135.95,0.85,1.0,17.0,0.0
10-29,manisa-kula,2.3333333333333335,0.3333333333333333,13.1,0.6333333333333333,0.0,69.06666666666666,118.80000000000001,1.5333333333333332,1.0,13.333333333333334,0.0
10-29,manisa-salihli,7.666666666666667,0.6666666666666666,16.033333333333335,2.1666666666666665,0.0,68.60000000000001,201.26666666666665,0.8666666666666667,1.0,16.533333333333335,0.0
10-29,manisa-sarigol,3.0,0.0,15.6,0.2333333333333333,0.0,66.10000000000001,249.73333333333335,1.3,1.0,15.766666666666666,0.0
10-29,manisa-saruhanli,3.6666666666666665,0.0,15.066666666666668,0.5666666666666667,0.0,76.3,88.33333333333333,2.5,1.0,15.5,0.0
10-29,manisa-sehzadeler,6.5,0.0,15.649999999999999,0.0,0.0,85.4,145.6,1.4,1.0,16.9,0.0
10-29,manisa-selendi,2.3333333333333335,0.3333333333333333,15.1,0.0,0.0,60.800000000000004,139.06666666666666,1.8,1.0,14.799999999999999,0.0
10-29,manisa-soma,4.0,1.0,15.3,0.15,0.0,86.9,105.55,1.95,1.0,16.75,0.0
10-29,manisa-turgutlu,5.0,1.3333333333333333,13.733333333333334,0.26666666666666666,0.0,82.63333333333334,215.79999999999998,1.7,1.0,14.299999999999999,0.0
10-29,manisa-yunusemre,8.333333333333334,1.3333333333333333,14.466666666666667,0.26666666666666666,0.0,83.76666666666667,126.76666666666665,1.5333333333333332,1.0,15.4,0.0
10-30,izmir-aliaga,5.333333333333333,0.3333333333333333,16.166666666666668,5.0,0.0,77.23333333333333,39.833333333333336,4.1000000000000005,1.0,16.3,0.0
10-30,izmir-balcova,0.5,0.5,17.549999999999997,24.65,0.0,79.95,310.0,1.4,1.0,18.85,0.0
10-30,izmir-bayindir,3.0,1.0,16.466666666666665,16.733333333333334,0.0,66.73333333333333,11.066666666666668,2.5,1.0,16.400000000000002,0.0
10-30,izmir-bayrakli,1.6666666666666667,2.0,16.666666666666668,16.633333333333333,0.0,72.83333333333333,35.266666666666666,2.2333333333333334,1.0,17.099999999999998,0.0
10-30,izmir-bergama,4.333333333333333,4.333333333333333,14.800000000000002,5.566666666666667,0.0,81.10000000000001,52.73333333333333,3.2999999999999994,1.0,15.133333333333333,0.0
10-30,izmir-beydag,2.0,1.0,19.3,49.6,0.0,71.9,93.8,0.4,1.0,20.9,0.0
10-30,izmir-bornova,7.0,4.0,15.799999999999999,16.666666666666668,0.0,74.86666666666666,44.300000000000004,2.566666666666667,1.0,16.26666666666667,0.0
10-30,izmir-buca,4.666666666666667,1.6666666666666667,15.766666666666666,16.633333333333333,0.0,73.93333333333334,121.96666666666665,1.5666666666666667,1.0,16.3,0.0
10-30,izmir-cesme,6.0,0.6666666666666666,17.266666666666666,14.933333333333332,0.0,75.89999999999999,3.4333333333333336,5.266666666666667,1.0,17.2,0.0
10-30,izmir-cigli,3.3333333333333335,0.3333333333333333,16.099999999999998,15.933333333333332,0.0,76.03333333333333,335.43333333333334,1.4666666666666668,1.0,16.933333333333334,0.0
10-30,izmir-dikili,4.0,0.6666666666666666,16.099999999999998,1.9000000000000001,0.0,76.86666666666666,74.26666666666667,2.6999999999999997,1.0,16.466666666666665,0.0
10-30,izmir-foca,2.6666666666666665,1.6666666666666667,16.5,4.8,0.0,80.53333333333335,137.56666666666666,4.8999999999999995,1.0,16.8,0.0
10-30,izmir-gaziemir,2.0,1.0,16.5,25.05,0.0,77.7,327.4,1.85,1.0,17.35,0.0
10-30,izmir-guzelbahce,1.5,0.0,17.05,23.35,0.0,84.6,178.70000000000002,2.05,1.0,18.35,0.0
10-30,izmir-karabaglar,3.0,1.0,16.6,24.75,0.0,79.0,147.25,1.2000000000000002,1.0,17.85,0.0
10-30,izmir-karaburun,1.6666666666666667,1.0,16.566666666666666,1.6333333333333335,0.0,83.76666666666667,37.93333333333333,3.466666666666667,1.0,17.5,0.0
10-30,izmir-karsiyaka,8.5,2.0,17.75,24.55,0.0,76.05,164.85,1.1,1.0,19.0,0.0
10-30,izmir-kemalpasa,6.0,0.0,15.4,16.566666666666666,0.0,77.5,41.666666666666664,2.0,1.0,15.833333333333334,0.0
10-30,izmir-kinik,0.6666666666666666,1.0,14.666666666666666,2.3333333333333335,0.0,82.16666666666667,68.16666666666667,2.3666666666666667,1.0,15.200000000000001,0.0
10-30,izmir-kiraz,1.6666666666666667,0.3333333333333333,14.533333333333333,16.466666666666665,0.0,63.9,56.9,1.6333333333333335,1.0,14.4,0.0
10-30,izmir-konak,5.666666666666667,0.0,17.366666666666667,16.466666666666665,0.0,70.93333333333332,107.93333333333334,1.3333333333333333,1.0,17.900000000000002,0.0
10-30,izmir-menderes,5.333333333333333,2.6666666666666665,14.466666666666667,16.866666666666667,0.0,82.36666666666666,337.23333333333335,1.8666666666666665,1.0,15.133333333333333,0.0
10-30,izmir-menemen,5.333333333333333,1.3333333333333333,15.6,11.299999999999999,0.0,73.89999999999999,47.300000000000004,2.3333333333333335,1.0,16.0,0.0
10-30,izmir-narlidere,1.0,1.0,20.7,49.2,0.0,92.0,284.1,1.4,1.0,23.5,0.0
10-30,izmir-odemis,6.666666666666667,1.3333333333333333,15.966666666666667,14.266666666666666,0.0,57.4,58.53333333333333,1.0333333333333334,1.0,15.9,0.0
10-30,izmir-seferihisar,1.6666666666666667,0.3333333333333333,16.733333333333334,16.266666666666666,0.0,75.73333333333333,9.333333333333334,4.133333333333334,1.0,16.7,0.0
10-30,izmir-selcuk,0.6666666666666666,1.0,15.9,16.8,0.0,79.76666666666667,85.46666666666665,1.4000000000000001,1.0,17.0,0.0
10-30,izmir-tire,5.666666666666667,1.3333333333333333,16.2,16.533333333333335,0.0,66.7,128.23333333333332,1.0,1.0,16.733333333333334,0.0
10-30,izmir-torbali,4.666666666666667,0.0,15.700000000000001,16.666666666666668,0.0,69.73333333333333,221.4,1.3666666666666665,1.0,16.166666666666668,0.0
10-30,izmir-urla,8.0,1.0,16.099999999999998,14.266666666666666,0.0,79.89999999999999,8.233333333333333,3.966666666666667,1.0,16.5,0.0
10-30,manisa-akhisar,7.333333333333333,5.0,14.166666666666666,7.0,0.0,79.0,15.433333333333332,2.5,1.0,14.466666666666667,0.0
10-30,manisa-alasehir,4.0,2.0,14.966666666666667,13.766666666666666,0.0,63.6,298.23333333333335,1.4333333333333333,1.0,14.933333333333332,0.0
10-30,manisa-demirci,2.5,0.0,10.649999999999999,14.2,0.0,80.80000000000001,39.1,1.8499999999999999,1.0,10.25,0.0
10-30,manisa-golmarmara,1.0,0.0,18.8,44.9,0.0,77.7,358.3,1.2,1.0,19.9,0.0
10-30,manisa-gordes,2.0,1.6666666666666667,12.333333333333334,11.933333333333332,0.0,66.56666666666666,16.3,2.6,1.0,12.0,0.0
10-30,manisa-kirkagac,3.0,1.6666666666666667,12.766666666666666,1.0999999999999999,0.0,92.3,335.06666666666666,1.8666666666666665,1.0,13.200000000000001,0.0
10-30,manisa-koprubasi,3.0,0.0,16.25,17.1,0.0,78.6,220.9,0.8,1.0,17.1,0.0
10-30,manisa-kula,1.3333333333333333,0.6666666666666666,12.299999999999999,7.066666666666666,0.0,58.833333333333336,151.4,1.9333333333333333,1.0,12.0,0.0
10-30,manisa-salihli,6.666666666666667,2.0,16.0,9.700000000000001,0.0,56.199999999999996,233.80000000000004,1.3666666666666665,1.0,15.466666666666667,0.0
10-30,manisa-sarigol,2.5,0.0,17.3,23.55,0.0,56.9,225.3,0.75,1.0,17.2,0.0
10-30,manisa-saruhanli,5.0,1.0,12.0,0.0,0.0,76.3,73.4,2.0,1.0,11.9,0.0
10-30,manisa-sehzadeler,7.0,2.6666666666666665,15.200000000000001,15.666666666666666,0.0,74.93333333333334,144.0,1.2,1.0,15.933333333333332,0.0
10-30,manisa-selendi,2.5,0.0,14.450000000000001,23.1,0.0,59.9,51.7,1.85,1.0,14.299999999999999,0.0
10-30,manisa-soma,2.3333333333333335,2.0,13.466666666666667,0.7999999999999999,0.0,90.23333333333333,124.96666666666665,2.1,1.0,14.199999999999998,0.0
10-30,manisa-turgutlu,3.3333333333333335,0.6666666666666666,14.799999999999999,12.933333333333332,0.0,69.16666666666667,227.66666666666666,1.3666666666666665,1.0,14.799999999999999,0.0
10-30,manisa-yunusemre,11.0,3.6666666666666665,15.299999999999999,15.6,0.0,75.2,146.0666666666667,1.2666666666666666,1.0,16.033333333333335,0.0
10-31,izmir-aliaga,2.6666666666666665,0.0,16.099999999999998,11.4,0.0,78.06666666666668,67.46666666666667,2.8666666666666667,1.0,16.400000000000002,0.0
10-31,izmir-balcova,1.5,0.5,19.1,7.05,0.0,70.6,102.95,0.95,1.0,20.049999999999997,0.0
10-31,izmir-bayindir,3.0,0.0,16.8,27.03333333333333,0.0,69.7,10.466666666666667,1.5999999999999999,1.0,17.0,0.0
10-31,izmir-bayrakli,2.3333333333333335,0.3333333333333333,17.099999999999998,8.433333333333332,0.0,74.36666666666667,81.03333333333333,1.7666666666666666,1.0,17.599999999999998,0.0
10-31,izmir-bergama,6.333333333333333,1.0,14.166666666666666,5.0,0.0,83.0,53.76666666666667,2.1,1.0,14.733333333333334,0.0
10-31,izmir-beydag,1.0,0.0,17.2,42.85,0.0,63.25,80.95,0.95,1.0,17.35,0.0
10-31,izmir-bornova,7.666666666666667,1.3333333333333333,16.366666666666664,10.233333333333333,0.0,76.8,77.5,1.8999999999999997,1.0,16.900000000000002,0.0
10-31,izmir-buca,5.0,0.3333333333333333,16.3,11.766666666666666,0.0,74.46666666666665,97.13333333333333,1.1333333333333333,1.0,17.0,0.0
10-31,izmir-cesme,8.0,2.0,16.0,2.75,0.0,76.35,14.3,3.55,1.0,15.8,0.0
10-31,izmir-cigli,3.0,0.3333333333333333,16.599999999999998,3.0,0.0,77.13333333333334,87.7,1.4333333333333333,1.0,17.433333333333334,0.0
10-31,izmir-dikili,4.333333333333333,1.0,15.799999999999999,1.7666666666666666,0.0,77.3,79.89999999999999,2.6333333333333333,1.0,16.066666666666666,0.0
10-31,izmir-foca,3.6666666666666665,2.0,16.666666666666668,6.466666666666666,0.0,80.10000000000001,39.93333333333333,3.466666666666667,1.0,17.166666666666668,0.0
10-31,izmir-gaziemir,2.5,0.5,16.9,14.2,0.0,75.0,111.05,0.8500000000000001,1.0,18.05,0.0
10-31,izmir-guzelbahce,2.0,0.5,18.65,13.9,0.0,82.65,222.4,0.6,1.0,20.85,0.0
10-31,izmir-karabaglar,3.6666666666666665,1.6666666666666667,17.166666666666668,8.799999999999999,0.0,72.63333333333334,110.83333333333333,1.1333333333333333,1.0,17.833333333333332,0.0
10-31,izmir-karaburun,1.6666666666666667,0.6666666666666666,16.766666666666666,5.1000000000000005,0.0,85.46666666666665,34.96666666666666,2.8333333333333335,1.0,17.8,0.0
10-31,izmir-karsiyaka,4.666666666666667,2.0,17.666666666666668,5.633333333333333,0.0,71.46666666666665,94.8,1.3666666666666665,1.0,18.2,0.0
10-31,izmir-kemalpasa,6.0,0.3333333333333333,15.899999999999999,30.533333333333335,0.0,81.26666666666667,65.83333333333333,1.3666666666666665,1.0,16.766666666666666,0.0
10-31,izmir-kinik,1.6666666666666667,0.3333333333333333,14.166666666666666,2.9333333333333336,0.0,85.36666666666667,86.7,1.7,1.0,14.833333333333334,0.0
10-31,izmir-kiraz,1.0,0.6666666666666666,15.533333333333333,29.333333333333332,0.0,57.26666666666667,65.73333333333333,1.0999999999999999,1.0,15.366666666666665,0.0
10-31,izmir-konak,4.666666666666667,0.3333333333333333,18.0,7.666666666666667,0.0,72.2,106.03333333333335,1.2333333333333334,1.0,18.7,0.0
10-31,izmir-menderes,4.0,1.3333333333333333,15.300000000000002,18.233333333333334,0.0,82.56666666666666,329.26666666666665,0.8333333333333334,1.0,16.633333333333333,0.0
10-31,izmir-menemen,5.666666666666667,1.0,15.833333333333334,2.5666666666666664,0.0,72.93333333333334,62.9,2.1333333333333333,1.0,16.099999999999998,0.0
10-31,izmir-narlidere,2.3333333333333335,0.6666666666666666,18.866666666666667,6.6000000000000005,0.0,71.53333333333333,112.7,0.9666666666666668,1.0,19.8,0.0
10-31,izmir-odemis,4.666666666666667,1.6666666666666667,16.900000000000002,27.833333333333332,0.0,52.199999999999996,66.3,1.2666666666666666,1.0,16.066666666666666,0.0
10-31,izmir-seferihisar,2.0,0.6666666666666666,16.833333333333332,9.299999999999999,0.0,78.53333333333333,33.800000000000004,2.1999999999999997,1.0,17.433333333333334,0.0
10-31,izmir-selcuk,1.0,1.6666666666666667,16.833333333333332,23.366666666666664,0.0,73.7,78.33333333333333,0.6666666666666666,1.0,18.033333333333335,0.0
10-31,izmir-tire,5.333333333333333,1.6666666666666667,17.133333333333333,23.433333333333334,0.0,64.66666666666667,131.06666666666666,0.6333333333333333,1.0,17.933333333333334,0.0
10-31,izmir-torbali,4.333333333333333,1.0,15.866666666666667,27.566666666666666,0.0,70.23333333333333,121.23333333333333,0.7333333333333334,1.0,16.733333333333334,0.0
10-31,izmir-urla,9.0,0.6666666666666666,16.233333333333334,5.566666666666666,0.0,83.83333333333333,246.4,2.1666666666666665,1.0,17.099999999999998,0.0
10-31,manisa-ahmetli,1.0,0.0,15.25,49.85,0.0,65.6,221.15,0.8,1.0,15.7,0.0
10-31,manisa-akhisar,8.0,2.0,13.566666666666665,1.7666666666666668,0.0,84.2,146.36666666666667,1.7333333333333332,1.0,14.266666666666666,0.0
10-31,manisa-alasehir,5.0,2.3333333333333335,16.466666666666665,34.56666666666667,0.0,53.63333333333333,288.03333333333336,0.7333333333333334,1.0,16.233333333333334,0.0
10-31,manisa-demirci,2.0,0.0,10.649999999999999,46.35,0.0,91.45,49.0,1.5,1.0,10.6,0.0
10-31,manisa-gordes,2.3333333333333335,1.0,11.200000000000001,15.033333333333331,0.0,79.86666666666666,9.433333333333334,1.5666666666666667,1.0,10.966666666666667,0.0
10-31,manisa-kirkagac,2.0,1.3333333333333333,11.799999999999999,1.0666666666666667,0.0,95.53333333333335,319.7,1.4666666666666668,1.0,12.266666666666666,0.0
10-31,manisa-koprubasi,3.0,0.0,13.7,5.5,0.0,79.6,120.7,0.8,1.0,14.2,0.0
10-31,manisa-kula,2.3333333333333335,0.3333333333333333,14.033333333333333,34.46666666666667,0.0,63.93333333333334,262.59999999999997,0.8333333333333334,1.0,14.4,0.0
10-31,manisa-salihli,6.333333333333333,1.0,17.400000000000002,15.6,0.0,54.73333333333333,234.63333333333333,0.7333333333333334,1.0,17.233333333333334,0.0
10-31,manisa-sarigol,2.6666666666666665,0.0,17.333333333333332,34.766666666666666,0.0,47.86666666666667,206.79999999999998,0.7666666666666666,1.0,16.666666666666668,0.0
10-31,manisa-saruhanli,3.6666666666666665,0.6666666666666666,15.366666666666667,12.566666666666668,0.0,75.53333333333333,95.06666666666666,1.0333333333333334,1.0,16.03333333333333,0.0
10-31,manisa-sehzadeler,6.0,2.6666666666666665,15.799999999999999,21.3,0.0,75.16666666666667,135.79999999999998,1.0666666666666667,1.0,16.566666666666666,0.0
10-31,manisa-selendi,3.6666666666666665,0.0,13.700000000000001,33.4,0.0,58.833333333333336,64.39999999999999,0.9666666666666668,1.0,13.966666666666669,0.0
10-31,manisa-soma,2.3333333333333335,0.6666666666666666,12.766666666666667,5.6000000000000005,0.0,94.83333333333333,157.53333333333333,1.2333333333333334,1.0,13.700000000000001,0.0
10-31,manisa-turgutlu,6.0,1.0,15.833333333333334,13.633333333333333,0.0,70.60000000000001,216.16666666666666,1.3333333333333333,1.0,16.3,0.0
10-31,manisa-yunusemre,10.0,2.0,15.833333333333334,20.8,0.0,75.60000000000001,134.06666666666666,1.1333333333333333,1.0,16.599999999999998,0.0
11-01,izmir-aliaga,6.0,1.0,16.900000000000002,39.733333333333334,0.0,82.2,77.0,3.3000000000000003,16.766666666666666,17.3,0.0
11-01,izmir-balcova,1.6666666666666667,0.6666666666666666,17.766666666666666,40.53333333333333,0.0,82.39999999999999,222.53333333333333,1.5999999999999999,17.3,19.066666666666666,0.0
11-01,izmir-bayindir,5.666666666666667,0.3333333333333333,17.3,33.300000000000004,0.0,72.5,124.39999999999999,1.9000000000000001,22.133333333333336,17.733333333333334,0.0
11-01,izmir-bayrakli,6.0,1.0,17.5,37.13333333333333,0.0,80.2,98.5,1.8666666666666665,14.866666666666667,18.400000000000002,0.0
11-01,izmir-bergama,6.0,0.3333333333333333,15.633333333333333,33.36666666666667,0.0,81.8,121.83333333333333,2.3333333333333335,24.366666666666664,16.166666666666668,0.0
11-01,izmir-beydag,2.0,0.0,16.0,0.0,0.0,63.400000000000006,116.25,1.0,1.0,16.05,0.0
11-01,izmir-bornova,10.0,1.0,16.633333333333336,37.56666666666667,0.0,81.7,98.86666666666667,2.0,15.466666666666667,17.433333333333334,0.0
11-01,izmir-buca,5.666666666666667,1.3333333333333333,16.599999999999998,37.666666666666664,0.0,81.83333333333333,97.7,1.5666666666666667,15.666666666666666,17.433333333333334,0.0
11-01,izmir-cesme,18.333333333333332,0.6666666666666666,17.599999999999998,29.5,0.0,81.03333333333333,103.06666666666668,4.233333333333333,1.0,17.900000000000002,0.0
11-01,izmir-cigli,5.666666666666667,1.3333333333333333,17.0,35.800000000000004,0.0,82.83333333333333,267.1666666666667,1.866666666666667,15.333333333333334,18.0,0.0
11-01,izmir-dikili,6.666666666666667,0.0,17.0,33.5,0.0,79.06666666666666,73.56666666666666,2.4,5.933333333333334,17.433333333333334,0.0
11-01,izmir-foca,3.3333333333333335,0.3333333333333333,17.3,38.4,0.0,82.39999999999999,84.63333333333333,4.766666666666667,1.0,17.533333333333335,0.0
11-01,izmir-gaziemir,3.0,0.0,15.9,50.866666666666674,0.0,84.2,212.70000000000002,1.5333333333333332,15.1,16.833333333333332,0.0
11-01,izmir-guzelbahce,1.6666666666666667,0.0,17.433333333333334,46.86666666666667,0.0,86.23333333333333,183.4333333333333,2.8000000000000003,13.666666666666666,18.533333333333335,0.0
11-01,izmir-karabaglar,8.666666666666666,1.0,16.833333333333332,37.166666666666664,0.0,81.73333333333333,218.73333333333335,1.4666666666666668,15.200000000000001,17.8,0.0
11-01,izmir-karaburun,6.666666666666667,0.6666666666666666,17.366666666666664,52.06666666666666,0.0,86.03333333333335,101.23333333333333,3.6,1.0,18.066666666666666,0.0
11-01,izmir-karsiyaka,8.333333333333334,1.3333333333333333,17.833333333333332,35.63333333333333,0.0,78.33333333333333,104.26666666666667,1.4666666666666668,14.433333333333332,18.833333333333332,0.0
11-01,izmir-kemalpasa,4.666666666666667,0.3333333333333333,15.5,34.36666666666667,0.0,86.73333333333333,114.93333333333334,1.4000000000000001,13.200000000000001,16.633333333333333,0.0
11-01,izmir-kinik,2.6666666666666665,0.0,15.633333333333333,33.36666666666667,0.0,83.0,92.73333333333335,1.5666666666666664,28.46666666666667,16.5,0.0
11-01,izmir-kiraz,3.3333333333333335,0.6666666666666666,15.1,33.43333333333333,0.0,70.26666666666667,64.56666666666666,1.2333333333333334,20.166666666666668,15.433333333333332,0.0
11-01,izmir-konak,8.333333333333334,0.3333333333333333,17.833333333333332,36.36666666666667,0.0,80.63333333333334,220.63333333333333,1.5,14.566666666666668,18.933333333333334,0.0
11-01,izmir-menderes,13.333333333333334,1.3333333333333333,15.633333333333333,59.96666666666667,0.0,85.83333333333333,221.63333333333333,1.5333333333333332,13.200000000000001,16.7,0.0
11-01,izmir-menemen,7.666666666666667,1.0,16.566666666666666,39.666666666666664,0.0,82.03333333333333,86.39999999999999,1.6333333333333335,24.366666666666664,17.5,0.0
11-01,izmir-narlidere,1.5,0.0,17.200000000000003,51.6,0.0,77.30000000000001,311.15,1.1500000000000001,27.1,18.549999999999997,0.0
11-01,izmir-odemis,12.0,0.3333333333333333,16.266666666666666,33.333333333333336,0.0,64.89999999999999,151.4,1.1666666666666667,15.4,16.233333333333334,0.0
11-01,izmir-seferihisar,5.333333333333333,0.3333333333333333,17.53333333333333,51.23333333333333,0.0,84.60000000000001,88.3,2.5,10.0,18.866666666666667,0.0
11-01,izmir-selcuk,2.3333333333333335,0.0,16.066666666666666,65.5,0.0,84.8,165.29999999999998,1.2666666666666668,11.700000000000001,17.233333333333334,0.0
11-01,izmir-tire,10.333333333333334,0.3333333333333333,16.366666666666664,33.333333333333336,0.0,80.13333333333333,175.63333333333333,1.0,16.5,17.533333333333335,0.0
11-01,izmir-torbali,5.666666666666667,0.0,16.366666666666664,45.6,0.0,80.46666666666667,114.8,1.1666666666666667,13.433333333333332,17.366666666666667,0.0
11-01,izmir-urla,10.0,1.3333333333333333,16.833333333333332,58.199999999999996,0.0,86.33333333333333,176.70000000000002,3.3000000000000003,3.6999999999999997,17.666666666666668,0.0
11-01,manisa-akhisar,7.666666666666667,1.0,15.266666666666666,33.333333333333336,0.0,81.76666666666667,41.06666666666666,1.5,18.2,15.966666666666667,0.0
11-01,manisa-alasehir,11.333333333333334,2.0,15.233333333333334,33.56666666666667,0.0,71.7,244.53333333333333,1.2666666666666666,21.0,15.6,0.0
11-01,manisa-demirci,2.3333333333333335,1.3333333333333333,10.433333333333334,33.333333333333336,0.0,83.76666666666667,72.2,1.6000000000000003,31.400000000000002,10.133333333333333,0.0
11-01,manisa-golmarmara,1.3333333333333333,0.0,15.9,35.6,0.0,83.10000000000001,338.6666666666667,0.7000000000000001,23.366666666666664,17.366666666666667,0.0
11-01,manisa-gordes,4.333333333333333,0.6666666666666666,13.299999999999999,33.333333333333336,0.0,73.76666666666667,126.16666666666667,1.2666666666666666,19.400000000000002,13.700000000000001,0.0
11-01,manisa-kirkagac,2.0,0.6666666666666666,14.433333333333332,33.56666666666667,0.0,87.06666666666666,315.5,1.1,27.3,15.766666666666667,0.0
11-01,manisa-koprubasi,1.5,0.5,16.45,50.0,0.0,84.55000000000001,130.45,0.65,36.0,18.05,0.0
11-01,manisa-kula,2.3333333333333335,1.3333333333333333,12.9,33.333333333333336,0.0,67.7,165.9,1.4333333333333333,31.266666666666666,12.966666666666669,0.0
11-01,manisa-salihli,6.333333333333333,1.0,16.23333333333333,33.333333333333336,0.0,70.86666666666667,193.73333333333335,1.0333333333333334,23.5,16.766666666666666,0.0
11-01,manisa-sarigol,1.5,0.0,15.5,0.0,0.0,66.19999999999999,209.3,1.25,1.0,15.5,0.0
11-01,manisa-saruhanli,4.666666666666667,0.6666666666666666,16.033333333333335,33.333333333333336,0.0,80.33333333333333,123.93333333333332,1.2,15.6,17.066666666666666,0.0
11-01,manisa-sehzadeler,8.666666666666666,0.6666666666666666,15.533333333333333,37.56666666666667,0.0,84.5,152.53333333333333,1.0999999999999999,18.400000000000002,16.766666666666666,0.0
11-01,manisa-selendi,3.0,0.6666666666666666,14.5,33.333333333333336,0.0,66.93333333333334,67.56666666666666,1.7666666666666666,32.333333333333336,14.466666666666667,0.0
11-01,manisa-soma,3.0,1.0,14.933333333333332,34.03333333333333,0.0,86.39999999999999,66.86666666666666,1.5999999999999999,32.333333333333336,15.9,0.0
11-01,manisa-turgutlu,4.0,0.3333333333333333,14.6,33.800000000000004,0.0,84.13333333333334,223.83333333333334,1.3,22.5,15.433333333333332,0.0
11-01,manisa-yunusemre,7.666666666666667,0.6666666666666666,15.699999999999998,37.63333333333333,0.0,84.73333333333333,152.43333333333334,1.1333333333333333,18.866666666666667,16.933333333333334,0.0
11-02,izmir-aliaga,3.6666666666666665,0.3333333333333333,16.1,36.333333333333336,0.0,82.8,86.39999999999999,1.7,1.0,16.966666666666665,0.0
11-02,izmir-balcova,3.5,0.5,16.55,9.85,0.0,77.3,312.35,1.6,1.0,16.85,0.0
11-02,izmir-bayindir,3.0,1.3333333333333333,16.733333333333334,32.6,0.0,74.10000000000001,134.6,1.7,1.0,17.133333333333333,0.0
11-02,izmir-bayrakli,7.0,0.3333333333333333,17.233333333333334,19.5,0.0,80.56666666666666,169.79999999999998,1.9333333333333333,1.0,17.966666666666665,0.0
11-02,izmir-bergama,5.333333333333333,0.3333333333333333,14.6,23.833333333333332,0.0,82.7,245.0,1.6333333333333335,1.0,15.266666666666666,0.0
11-02,izmir-beydag,3.6666666666666665,0.0,15.866666666666667,33.76666666666667,0.0,73.06666666666668,105.2,0.7333333333333334,1.0,16.533333333333335,0.0
11-02,izmir-bornova,11.666666666666666,3.0,16.366666666666667,19.333333333333332,0.0,82.43333333333334,174.9,1.9666666666666668,1.0,17.099999999999998,0.0
11-02,izmir-buca,7.666666666666667,0.6666666666666666,16.2,23.400000000000002,0.0,82.36666666666666,274.8666666666667,1.7666666666666666,1.0,16.8,0.0
11-02,izmir-cesme,17.666666666666668,1.3333333333333333,17.599999999999998,16.466666666666665,0.0,79.89999999999999,170.66666666666666,3.866666666666667,1.0,17.933333333333334,0.0
11-02,izmir-cigli,7.666666666666667,0.6666666666666666,16.599999999999998,18.533333333333335,0.0,83.53333333333335,163.13333333333333,1.6666666666666667,1.0,17.633333333333333,0.0
11-02,izmir-dikili,6.666666666666667,0.6666666666666666,15.833333333333334,23.166666666666668,0.0,84.66666666666667,62.300000000000004,1.2,1.0,16.900000000000002,0.0
11-02,izmir-foca,5.333333333333333,0.3333333333333333,17.0,30.099999999999998,0.0,81.8,173.9,3.266666666666667,1.0,17.566666666666666,0.0
11-02,izmir-gaziemir,1.0,0.0,14.55,16.1,0.0,77.80000000000001,321.15,1.75,1.0,14.45,0.0
11-02,izmir-guzelbahce,4.333333333333333,1.0,17.033333333333335,30.166666666666668,0.0,86.23333333333333,284.9,2.733333333333333,1.0,17.933333333333334,0.0
11-02,izmir-karabaglar,4.666666666666667,1.3333333333333333,16.633333333333336,23.266666666666666,0.0,82.2,263.03333333333336,1.7333333333333334,1.0,17.333333333333332,0.0
11-02,izmir-karaburun,7.333333333333333,0.0,16.900000000000002,18.3,0.0,87.13333333333333,159.66666666666666,2.2666666666666666,1.0,17.900000000000002,0.0
11-02,izmir-karsiyaka,2.6666666666666665,4.333333333333333,17.766666666666666,20.433333333333334,0.0,78.03333333333333,153.76666666666665,1.5999999999999999,1.0,18.5,0.0
11-02,izmir-kemalpasa,4.333333333333333,0.3333333333333333,15.5,23.53333333333333,0.0,84.63333333333333,75.83333333333333,1.2666666666666666,1.0,16.6,0.0
11-02,izmir-kinik,0.5,0.5,15.85,34.75,0.0,82.65,156.15,0.6,1.0,17.15,0.0
11-02,izmir-kiraz,7.666666666666667,1.0,14.5,35.0,0.0,74.7,63.20000000000001,1.1666666666666667,1.0,14.833333333333334,0.0
11-02,izmir-konak,12.666666666666666,1.3333333333333333,17.666666666666668,22.099999999999998,0.0,80.83333333333333,266.46666666666664,1.7,1.0,18.533333333333335,0.0
11-02,izmir-menderes,7.666666666666667,0.0,15.4,39.4,0.0,85.10000000000001,268.0,1.5999999999999999,1.0,16.2,0.0
