tarih,ilce,bildirimsiz_sum,bildirimli_sum,t_2m:C,effective_cloud_cover:p,global_rad:W,relative_humidity_2m:p,wind_dir_10m:d,wind_speed_10m:ms,prob_precip_1h:p,t_apparent:C,Tatil,tarih1
2021-05-05,manisa-salihli,4,1,20.1,48.1,0.0,62.8,253.2,2.4,2.7,19.5,0,05-05
2021-05-06,manisa-salihli,12,4,19.5,40.3,0.0,51.2,208.0,0.3,1.0,19.4,0,05-06
2021-05-07,manisa-salihli,13,3,19.8,0.0,0.0,60.5,259.8,1.6,1.0,19.3,0,05-07
2021-05-08,manisa-salihli,32,2,22.3,34.4,0.0,42.2,159.9,0.7,1.0,20.7,0,05-08
2021-05-09,manisa-salihli,1,0,20.8,0.0,0.0,53.0,265.0,3.8,1.0,18.9,0,05-09
2021-05-10,manisa-salihli,5,1,17.1,0.0,0.0,36.0,44.3,1.6,1.0,14.7,0,05-10
2021-05-11,manisa-salihli,3,3,16.4,0.0,0.0,48.6,255.1,2.0,1.0,14.9,0,05-11
2021-05-12,manisa-salihli,7,0,16.9,0.0,0.0,54.0,250.1,1.3,1.0,16.0,0,05-12
2021-05-13,manisa-salihli,9,0,20.4,40.9,0.0,45.4,206.3,0.6,1.0,19.1,1,05-13
2021-05-14,manisa-salihli,2,0,19.7,11.9,0.0,59.0,196.8,0.3,1.0,20.3,1,05-14
2021-05-15,manisa-salihli,8,0,18.7,0.0,0.0,58.0,234.6,0.9,1.0,18.3,1,05-15
2021-05-16,manisa-salihli,13,0,20.0,37.7,0.0,50.0,258.3,1.8,1.0,18.4,0,05-16
2021-05-17,manisa-salihli,6,2,18.0,1.0,0.0,52.5,274.8,1.6,1.0,16.7,0,05-17
2021-05-18,manisa-salihli,13,0,20.1,0.0,0.0,51.9,175.4,1.0,1.0,19.1,0,05-18
2021-05-19,manisa-salihli,11,0,22.0,0.0,0.0,50.0,211.9,0.6,1.0,21.3,1,05-19
2021-05-20,manisa-salihli,6,3,22.2,0.0,0.0,36.2,205.9,0.7,1.0,20.1,0,05-20
2021-05-21,manisa-salihli,23,2,20.9,33.5,0.0,49.6,150.5,0.6,1.0,20.1,0,05-21
2021-05-22,manisa-salihli,14,0,14.4,71.6,0.0,69.6,277.2,3.5,1.0,13.8,0,05-22
2021-05-23,manisa-salihli,8,0,17.4,0.0,0.0,53.9,246.5,1.8,1.0,16.2,0,05-23
2021-05-24,manisa-salihli,7,1,21.1,0.0,0.0,40.2,251.7,1.5,1.0,18.8,0,05-24
2021-05-25,manisa-salihli,11,1,24.2,0.1,0.0,44.3,249.1,1.3,1.0,22.7,0,05-25
2021-05-26,manisa-salihli,10,1,22.7,0.0,0.0,42.4,252.4,1.2,1.0,20.9,0,05-26
2021-05-27,manisa-salihli,9,0,24.0,9.2,0.0,53.9,269.1,2.3,1.0,23.1,0,05-27
2021-05-28,manisa-salihli,9,1,24.0,0.0,0.0,52.4,260.3,1.4,1.0,23.2,0,05-28
2021-05-29,manisa-salihli,6,3,21.2,12.4,0.0,65.0,271.4,2.5,1.0,20.9,0,05-29
2021-05-30,manisa-salihli,3,1,19.7,0.0,0.0,56.4,243.9,1.2,1.0,19.0,0,05-30
2021-05-31,manisa-salihli,4,2,19.3,25.1,0.0,89.5,150.2,0.9,1.0,22.0,0,05-31
2021-06-01,manisa-salihli,5,0,18.1,16.0,0.0,81.4,281.3,1.2,1.0,19.4,0,06-01
2021-06-02,manisa-salihli,7,1,17.1,85.9,0.0,61.8,253.0,2.4,1.0,16.2,0,06-02
2021-06-03,manisa-salihli,12,1,16.7,0.8,0.0,63.9,252.0,1.6,1.0,16.2,0,06-03
2021-06-04,manisa-salihli,38,2,18.2,1.1,0.0,61.1,252.6,1.4,1.0,17.7,0,06-04
2021-06-05,manisa-salihli,4,2,19.0,0.8,0.0,47.7,252.5,2.2,1.0,17.0,0,06-05
2021-06-06,manisa-salihli,6,1,19.1,0.0,0.0,43.9,237.1,1.4,1.0,17.2,0,06-06
2021-06-07,manisa-salihli,15,6,21.7,0.4,0.0,34.6,244.8,1.9,1.0,18.7,0,06-07
2021-06-08,manisa-salihli,20,1,24.9,35.7,0.0,37.2,252.3,2.5,1.0,22.4,0,06-08
2021-06-09,manisa-salihli,18,1,22.8,13.4,0.0,59.7,230.6,1.4,1.0,22.6,0,06-09
2021-06-10,manisa-salihli,2,0,22.6,16.3,0.0,58.1,246.9,1.3,1.0,22.3,0,06-10
2021-06-11,manisa-salihli,7,0,21.1,0.9,0.0,67.7,207.5,0.7,1.0,22.0,0,06-11
2021-06-12,manisa-salihli,9,2,22.7,14.1,0.0,51.4,234.4,1.4,1.0,21.7,0,06-12
2021-06-13,manisa-salihli,5,7,22.8,6.7,0.0,51.9,246.7,1.5,1.0,21.8,0,06-13
2021-06-14,manisa-salihli,8,2,22.9,16.8,0.0,49.7,252.2,2.6,1.0,21.3,0,06-14
2021-06-15,manisa-salihli,10,1,17.0,2.3,0.0,69.4,244.5,2.4,1.0,16.7,0,06-15
2021-06-16,manisa-salihli,5,2,18.3,11.3,0.0,61.7,271.4,1.6,1.0,17.8,0,06-16
2021-06-17,manisa-salihli,5,1,19.6,5.6,0.0,66.8,229.2,1.4,1.0,19.7,0,06-17
2021-06-18,manisa-salihli,9,1,23.5,18.0,0.0,57.8,238.2,1.8,1.0,23.0,0,06-18
2021-06-19,manisa-salihli,15,2,23.4,37.9,0.0,57.3,229.1,1.3,1.0,23.1,0,06-19
2021-06-20,manisa-salihli,24,1,24.1,32.5,0.0,63.0,241.7,1.8,1.0,24.2,0,06-20
2021-06-21,manisa-salihli,13,4,23.8,54.6,0.0,65.1,180.4,0.5,1.0,24.8,0,06-21
2021-06-22,manisa-salihli,8,0,24.3,3.0,0.0,58.9,271.3,2.0,1.0,24.1,0,06-22
2021-06-23,manisa-salihli,43,0,26.4,2.0,0.0,48.3,267.9,1.6,1.0,25.4,0,06-23
2021-06-24,manisa-salihli,67,1,26.2,0.0,0.0,65.3,273.7,1.9,1.0,26.8,0,06-24
2021-06-25,manisa-salihli,26,0,26.1,0.0,0.0,46.5,254.9,1.3,1.0,25.1,0,06-25
2021-06-26,manisa-salihli,9,0,28.1,0.0,0.0,50.5,252.1,1.6,1.0,27.6,0,06-26
2021-06-27,manisa-salihli,14,0,27.9,0.0,0.0,49.2,268.4,2.6,1.0,27.1,0,06-27
2021-06-28,manisa-salihli,16,0,27.8,0.9,0.0,49.2,251.6,2.5,1.0,26.9,0,06-28
2021-06-29,manisa-salihli,12,0,27.5,0.0,0.0,48.8,250.4,2.3,1.0,26.6,0,06-29
2021-06-30,manisa-salihli,14,0,28.0,0.0,0.0,51.6,242.5,3.1,1.0,27.3,0,06-30
2021-07-01,manisa-salihli,2,0,29.1,0.0,0.0,37.3,250.6,2.8,1.0,27.2,0,07-01
2021-07-02,manisa-salihli,6,0,30.6,0.0,0.0,30.7,218.1,0.8,1.0,28.5,0,07-02
2021-07-03,manisa-salihli,7,4,28.0,42.6,0.0,57.1,269.5,3.3,1.0,27.8,0,07-03
2021-07-04,manisa-salihli,14,3,25.1,0.8,0.0,42.1,279.1,2.0,1.0,23.2,0,07-04
2021-07-05,manisa-salihli,9,2,24.8,0.0,0.0,47.2,251.3,1.9,1.0,23.4,0,07-05
2021-07-06,manisa-salihli,9,9,26.5,34.5,0.0,40.2,251.6,1.7,1.0,24.7,0,07-06
2021-07-07,manisa-salihli,11,1,25.2,8.7,0.0,59.2,292.2,1.2,1.0,25.4,0,07-07
2021-07-08,manisa-salihli,15,0,27.3,3.2,0.0,56.0,294.4,0.9,1.0,27.4,0,07-08
2021-07-09,manisa-salihli,19,1,26.3,10.9,0.0,61.4,253.1,1.2,1.0,26.7,0,07-09
2021-07-10,manisa-salihli,10,1,27.0,1.2,0.0,49.8,34.1,1.3,1.0,26.4,0,07-10
2021-07-11,manisa-salihli,11,0,26.6,0.0,0.0,50.9,232.8,1.7,1.0,25.9,0,07-11
2021-07-12,manisa-salihli,15,1,27.9,0.0,0.0,50.6,232.3,2.2,1.0,27.2,0,07-12
2021-07-13,manisa-salihli,7,0,28.1,0.3,0.0,48.8,236.8,2.6,1.0,27.3,0,07-13
2021-07-14,manisa-salihli,9,0,28.7,0.0,0.0,48.9,231.7,2.2,1.0,27.9,0,07-14
2021-07-15,manisa-salihli,13,0,27.6,0.0,0.0,52.8,238.4,2.6,1.0,27.0,1,07-15
2021-07-16,manisa-salihli,19,0,30.0,0.0,0.0,45.5,239.6,1.9,1.0,29.1,0,07-16
2021-07-17,manisa-salihli,9,1,30.9,0.0,0.0,34.5,245.5,3.1,1.0,29.1,0,07-17
2021-07-18,manisa-salihli,15,0,30.8,0.0,0.0,34.2,237.6,1.4,1.0,29.0,0,07-18
2021-07-19,manisa-salihli,18,0,29.2,0.0,0.0,39.1,292.4,1.2,1.0,27.7,0,07-19
2021-07-20,manisa-salihli,16,0,27.5,0.0,0.0,43.3,293.7,1.0,1.0,26.3,1,07-20
2021-07-21,manisa-salihli,10,0,27.6,0.0,0.0,45.1,257.6,2.8,1.0,26.3,1,07-21
2021-07-22,manisa-salihli,9,0,27.7,1.2,0.0,55.6,257.7,2.9,1.0,27.4,1,07-22
2021-07-23,manisa-salihli,8,0,25.3,0.0,0.0,48.7,293.2,1.0,1.0,24.5,1,07-23
2021-07-24,manisa-salihli,13,0,25.0,0.0,0.0,47.2,264.8,1.0,1.0,24.0,0,07-24
2021-07-25,manisa-salihli,21,0,24.8,66.9,0.0,62.1,252.6,3.3,1.0,24.7,0,07-25
2021-07-26,manisa-salihli,18,1,26.2,0.0,0.0,51.8,276.1,1.5,1.0,25.6,0,07-26
2021-07-27,manisa-salihli,12,2,26.9,0.0,0.0,54.3,235.8,1.2,1.0,26.7,0,07-27
2021-07-28,manisa-salihli,6,0,28.6,0.0,0.0,47.6,215.3,0.9,1.0,28.0,0,07-28
2021-07-29,manisa-salihli,9,2,29.3,0.0,0.0,43.9,238.5,2.5,1.0,28.1,0,07-29
2021-07-30,manisa-salihli,16,1,30.1,0.0,0.0,38.3,253.8,2.0,1.0,28.6,0,07-30
2021-07-31,manisa-salihli,14,0,31.2,0.0,0.0,31.4,249.9,1.9,1.0,29.1,0,07-31
2021-08-01,manisa-salihli,9,0,31.6,0.0,0.0,30.7,226.3,1.1,1.0,29.5,0,08-01
2021-08-02,manisa-salihli,20,3,30.8,0.0,0.0,35.6,259.0,2.6,1.0,29.1,0,08-02
2021-08-03,manisa-salihli,9,2,31.2,0.0,0.0,27.1,216.0,2.2,1.0,28.7,0,08-03
2021-08-04,manisa-salihli,7,2,31.5,0.0,0.0,38.2,244.0,2.0,1.0,30.1,0,08-04
2021-08-05,manisa-salihli,6,1,31.6,0.0,0.0,32.5,238.0,2.2,1.0,29.7,0,08-05
2021-08-06,manisa-salihli,6,1,31.2,0.0,0.0,28.0,238.3,1.5,1.0,28.8,0,08-06
2021-08-07,manisa-salihli,12,0,29.9,0.0,0.0,31.4,268.0,2.5,1.0,27.6,0,08-07
2021-08-08,manisa-salihli,5,2,25.6,0.0,0.0,53.5,273.8,1.4,1.0,25.1,0,08-08
2021-08-09,manisa-salihli,11,1,26.8,0.0,0.0,41.7,239.4,2.1,1.0,25.2,0,08-09
2021-08-10,manisa-salihli,4,1,27.0,0.0,0.0,28.9,257.1,1.8,1.0,24.1,0,08-10
2021-08-11,manisa-salihli,3,0,27.8,0.0,0.0,37.2,249.8,1.0,1.0,26.1,0,08-11
2021-08-12,manisa-salihli,4,1,28.7,0.0,0.0,41.2,266.5,1.5,1.0,27.3,0,08-12
2021-08-13,manisa-salihli,8,1,27.9,0.0,0.0,42.2,73.7,0.9,1.0,26.7,0,08-13
2021-08-14,manisa-salihli,10,1,26.6,0.0,0.0,47.2,302.4,2.1,1.0,25.5,0,08-14
2021-08-15,manisa-salihli,12,2,25.1,0.0,0.0,46.1,246.4,2.4,1.0,23.5,0,08-15
2021-08-16,manisa-salihli,11,1,25.7,0.0,0.0,48.4,240.1,2.3,1.0,24.5,0,08-16
2021-08-17,manisa-salihli,9,1,26.8,0.0,0.0,34.0,244.6,2.3,1.0,24.3,0,08-17
2021-08-18,manisa-salihli,13,1,28.3,0.0,0.0,25.8,238.0,2.4,1.0,25.2,0,08-18
2021-08-19,manisa-salihli,7,1,27.0,0.0,0.0,48.5,248.6,3.1,1.0,25.9,0,08-19
2021-08-20,manisa-salihli,9,2,26.3,0.0,0.0,56.4,240.4,2.9,1.0,25.9,0,08-20
2021-08-21,manisa-salihli,12,3,25.3,0.0,0.0,44.3,242.2,2.4,1.0,23.6,0,08-21
2021-08-22,manisa-salihli,9,1,25.6,0.0,0.0,45.2,250.3,3.1,1.0,23.9,0,08-22
2021-08-23,manisa-salihli,11,4,25.9,0.9,0.0,57.8,247.4,2.8,1.0,25.5,0,08-23
2021-08-24,manisa-salihli,5,3,27.2,0.9,0.0,52.3,257.1,2.5,1.0,26.6,0,08-24
2021-08-25,manisa-salihli,6,2,28.0,0.0,0.0,45.5,255.5,2.3,1.0,26.8,0,08-25
2021-08-26,manisa-salihli,7,4,26.7,0.0,0.0,44.0,254.9,1.6,1.0,25.3,0,08-26
2021-08-27,manisa-salihli,9,1,28.5,0.0,0.0,30.6,232.7,1.8,1.0,26.0,0,08-27
2021-08-28,manisa-salihli,10,1,28.6,0.0,0.0,33.4,238.2,1.6,1.0,26.4,0,08-28
2021-08-29,manisa-salihli,13,2,28.2,0.0,0.0,41.7,229.5,1.9,1.0,26.8,0,08-29
2021-08-30,manisa-salihli,17,2,26.1,0.0,0.0,43.5,251.8,1.2,1.0,24.8,1,08-30
2021-08-31,manisa-salihli,8,2,27.1,0.0,0.0,52.0,244.6,3.2,1.0,26.4,0,08-31
2021-09-01,manisa-salihli,9,0,26.7,5.6,0.0,55.3,242.8,3.1,1.0,26.2,0,09-01
2021-09-02,manisa-salihli,25,2,25.3,0.8,0.0,47.0,257.4,2.9,1.0,23.8,0,09-02
2021-09-03,manisa-salihli,16,1,22.4,0.0,0.0,43.6,236.3,1.9,1.0,20.4,0,09-03
2021-09-04,manisa-salihli,17,1,22.2,0.0,0.0,47.5,242.0,3.2,1.0,20.2,0,09-04
2021-09-05,manisa-salihli,7,0,22.4,0.0,0.0,48.8,238.2,2.8,1.0,20.5,0,09-05
2021-09-06,manisa-salihli,8,1,22.4,4.6,0.0,55.6,240.2,2.5,1.0,21.3,0,09-06
2021-09-07,manisa-salihli,9,2,23.0,9.7,0.0,50.1,229.2,2.7,1.0,21.5,0,09-07
2021-09-08,manisa-salihli,11,1,23.0,2.2,0.0,45.7,258.5,2.8,1.0,21.1,0,09-08
2021-09-09,manisa-salihli,2,3,23.4,3.0,0.0,48.3,275.2,2.2,1.0,21.9,0,09-09
2021-09-10,manisa-salihli,15,2,23.0,11.6,0.0,58.4,271.4,3.2,1.0,22.2,0,09-10
2021-09-11,manisa-salihli,2,0,21.9,5.6,0.0,55.2,256.7,2.8,1.0,20.7,0,09-11
2021-09-12,manisa-salihli,9,1,21.0,0.0,0.0,51.8,231.3,1.7,1.0,19.7,0,09-12
2021-09-13,manisa-salihli,2,1,22.5,3.4,0.0,36.5,239.8,1.9,1.0,19.8,0,09-13
2021-09-14,manisa-salihli,14,2,22.7,36.6,0.0,57.1,245.6,2.7,1.0,21.8,0,09-14
2021-09-15,manisa-salihli,4,0,23.3,47.6,0.0,53.0,246.3,1.6,1.0,22.5,0,09-15
2021-09-16,manisa-salihli,5,1,22.0,39.7,0.0,56.2,265.9,2.2,1.0,21.0,0,09-16
2021-09-17,manisa-salihli,8,1,21.8,0.0,0.0,54.8,262.6,1.9,1.0,20.8,0,09-17
2021-09-18,manisa-salihli,4,0,25.7,0.4,0.0,33.7,246.6,0.8,1.0,23.6,0,09-18
2021-09-19,manisa-salihli,5,0,25.8,4.6,0.0,41.9,229.0,1.1,1.0,24.3,0,09-19
2021-09-20,manisa-salihli,8,0,25.7,1.9,0.0,49.1,188.0,1.0,1.0,25.0,0,09-20
2021-09-21,manisa-salihli,6,1,24.7,0.0,0.0,43.0,225.2,0.9,1.0,23.3,0,09-21
2021-09-22,manisa-salihli,11,0,22.1,5.6,0.0,62.8,268.5,3.2,1.0,21.6,0,09-22
2021-09-23,manisa-salihli,7,0,19.9,16.2,0.0,47.8,233.6,1.2,1.0,18.3,0,09-23
2021-09-24,manisa-salihli,4,2,14.2,13.4,0.0,65.8,242.8,2.2,1.0,13.8,0,09-24
2021-09-25,manisa-salihli,6,1,17.7,0.0,0.0,40.1,245.0,1.8,1.0,15.4,0,09-25
2021-09-26,manisa-salihli,9,0,21.3,0.0,0.0,43.2,234.5,1.3,1.0,19.4,0,09-26
2021-09-27,manisa-salihli,9,2,21.1,0.0,0.0,46.4,243.0,1.3,1.0,19.5,0,09-27
2021-09-28,manisa-salihli,7,1,21.1,0.0,0.0,48.7,250.0,2.1,1.0,19.4,0,09-28
2021-09-29,manisa-salihli,12,2,19.7,1.8,0.0,57.8,241.7,2.5,1.0,18.5,0,09-29
2021-09-30,manisa-salihli,10,0,18.7,0.0,0.0,65.8,238.2,1.4,1.0,18.7,0,09-30
2021-10-01,manisa-salihli,6,2,17.6,0.0,0.0,56.3,160.2,0.4,1.0,17.7,0,10-01
2021-10-02,manisa-salihli,15,2,16.9,0.0,0.0,62.1,228.6,2.0,1.0,16.2,0,10-02
2021-10-03,manisa-salihli,8,2,17.2,0.8,0.0,61.6,241.8,2.3,1.0,16.4,0,10-03
2021-10-04,manisa-salihli,13,1,16.9,0.0,0.0,54.6,241.4,1.3,1.0,16.0,0,10-04
2021-10-05,manisa-salihli,7,0,17.3,0.0,0.0,58.8,248.9,1.9,1.0,16.4,0,10-05
2021-10-06,manisa-salihli,20,1,16.2,0.0,0.0,58.6,220.6,1.1,1.0,15.8,0,10-06
2021-10-07,manisa-salihli,14,0,16.1,0.0,0.0,53.9,244.8,1.5,1.0,15.1,0,10-07
2021-10-08,manisa-salihli,14,0,17.5,0.0,0.0,45.9,256.1,1.7,1.0,15.7,0,10-08
2021-10-09,manisa-salihli,4,1,18.9,1.2,0.0,38.7,229.9,1.3,1.0,16.6,0,10-09
2021-10-10,manisa-salihli,5,0,18.5,0.0,0.0,68.6,247.6,1.3,1.0,18.8,0,10-10
2021-10-11,manisa-salihli,11,0,19.0,0.0,0.0,69.6,253.1,1.4,1.0,19.4,0,10-11
2021-10-12,manisa-salihli,21,0,20.3,33.8,0.0,49.3,183.1,1.3,1.0,18.9,0,10-12
2021-10-13,manisa-salihli,16,5,14.7,15.2,0.0,97.2,98.2,0.6,1.0,16.5,0,10-13
2021-10-14,manisa-salihli,8,0,16.7,51.6,0.0,71.7,207.5,0.8,1.0,17.3,0,10-14
2021-10-15,manisa-salihli,19,0,18.3,6.5,0.0,59.1,163.5,1.1,1.0,17.9,0,10-15
2021-10-16,manisa-salihli,9,1,17.2,79.3,0.0,86.7,276.1,2.5,1.0,18.1,0,10-16
2021-10-17,manisa-salihli,8,1,14.4,11.9,0.0,98.6,111.4,1.1,1.0,15.7,0,10-17
2021-10-18,manisa-salihli,12,4,16.1,52.3,0.0,83.9,267.3,1.1,1.0,17.2,0,10-18
2021-10-19,manisa-salihli,4,2,15.5,5.1,0.0,70.6,250.4,1.8,1.0,15.4,0,10-19
2021-10-20,manisa-salihli,4,0,14.8,0.0,0.0,69.8,244.9,1.1,1.0,14.9,0,10-20
2021-10-21,manisa-salihli,8,0,13.4,0.0,0.0,67.9,225.2,1.1,1.0,13.4,0,10-21
2021-10-22,manisa-salihli,8,0,15.6,0.0,0.0,63.6,235.1,0.1,1.0,16.5,0,10-22
2021-10-23,manisa-salihli,8,0,15.4,0.0,0.0,58.6,182.6,0.8,1.0,15.2,0,10-23
2021-10-24,manisa-salihli,7,2,16.7,2.4,0.0,62.0,239.8,1.5,1.0,16.2,0,10-24
2021-10-25,manisa-salihli,8,1,14.5,61.9,0.0,76.9,230.4,2.0,1.0,14.6,0,10-25
2021-10-26,manisa-salihli,10,0,12.6,0.0,0.0,58.3,207.2,1.1,1.0,12.3,0,10-26
2021-10-27,manisa-salihli,1,1,11.8,0.0,0.0,53.8,238.6,1.5,1.0,11.4,0,10-27
2021-10-28,manisa-salihli,6,3,13.3,0.0,0.0,59.1,244.8,1.2,1.0,12.9,0,10-28
2021-10-29,manisa-salihli,8,1,12.9,0.0,0.0,71.8,245.5,1.2,1.0,12.9,1,10-29
2021-10-30,manisa-salihli,4,1,12.5,0.0,0.0,58.0,212.3,1.2,1.0,12.1,0,10-30
2021-10-31,manisa-salihli,7,1,14.1,0.5,0.0,64.6,244.8,1.3,1.0,13.9,0,10-31
2021-11-01,manisa-salihli,2,2,15.6,100.0,0.0,94.9,149.2,0.4,68.5,17.8,0,11-01
2021-11-02,manisa-salihli,9,1,15.3,55.2,0.0,79.8,188.5,0.5,1.0,16.4,0,11-02
2021-11-03,manisa-salihli,8,4,16.5,91.1,0.0,93.4,87.8,0.7,1.0,18.6,0,11-03
2021-11-04,manisa-salihli,7,2,16.3,0.0,0.0,76.8,163.5,1.3,1.0,16.8,0,11-04
2021-11-05,manisa-salihli,2,0,21.2,0.1,0.0,58.7,189.8,0.9,1.0,21.1,0,11-05
2021-11-06,manisa-salihli,7,0,21.8,0.0,0.0,46.8,174.0,0.9,1.0,20.5,0,11-06
2021-11-07,manisa-salihli,12,0,18.6,44.9,0.0,48.2,181.6,1.5,1.0,17.0,0,11-07
2021-11-08,manisa-salihli,13,0,20.1,12.9,0.0,40.7,195.7,0.5,1.0,18.5,0,11-08
2021-11-09,manisa-salihli,8,1,17.7,0.0,0.0,46.5,186.6,0.7,1.0,16.6,0,11-09
2021-11-10,manisa-salihli,9,1,16.2,25.4,0.0,76.3,259.6,3.4,1.0,16.0,0,11-10
2021-11-11,manisa-salihli,7,0,11.8,37.3,0.0,54.0,114.0,2.3,1.0,11.3,0,11-11
2021-11-12,manisa-salihli,18,1,11.2,0.0,0.0,38.6,164.8,1.3,1.0,10.8,0,11-12
2021-11-13,manisa-salihli,5,3,13.6,1.6,0.0,45.5,164.3,0.6,1.0,13.0,0,11-13
2021-11-14,manisa-salihli,5,0,15.2,47.9,0.0,57.1,164.1,0.7,1.0,14.9,0,11-14
2021-11-15,manisa-salihli,3,1,13.5,0.1,0.0,60.4,192.0,0.7,1.0,13.4,0,11-15
2021-11-16,manisa-salihli,8,0,10.6,0.0,0.0,75.5,243.4,1.4,1.0,10.6,0,11-16
2021-11-17,manisa-salihli,9,0,11.2,32.7,0.0,60.8,231.2,1.1,1.0,11.1,0,11-17
2021-11-18,manisa-salihli,9,2,12.7,1.7,0.0,69.7,243.9,0.6,1.0,12.8,0,11-18
2021-11-19,manisa-salihli,8,1,10.9,33.0,0.0,80.8,261.3,2.4,1.0,10.9,0,11-19
2021-11-20,manisa-salihli,7,1,10.5,53.6,0.0,70.9,255.0,2.4,1.0,10.4,0,11-20
2021-11-21,manisa-salihli,5,0,8.8,0.0,0.0,66.0,156.6,0.8,1.0,8.8,0,11-21
2021-11-22,manisa-salihli,7,2,10.4,0.0,0.0,54.7,158.8,0.9,1.0,10.3,0,11-22
2021-11-23,manisa-salihli,3,2,11.8,1.4,0.0,75.2,176.5,1.2,1.0,11.9,0,11-23
2021-11-24,manisa-salihli,7,0,14.9,99.5,0.0,88.6,357.9,0.5,1.0,16.3,0,11-24
2021-11-25,manisa-salihli,7,1,11.0,82.0,0.0,89.9,232.3,1.4,1.0,11.1,0,11-25
2021-11-26,manisa-salihli,17,1,11.1,0.0,0.0,84.0,238.1,0.4,1.0,11.3,0,11-26
2021-11-27,manisa-salihli,25,1,16.7,100.0,0.0,66.9,74.4,1.7,1.0,16.5,0,11-27
2021-11-28,manisa-salihli,19,3,15.8,90.5,0.0,86.0,95.4,1.1,3.9,16.9,0,11-28
2021-11-29,manisa-salihli,36,2,14.4,3.0,0.0,59.8,136.2,1.6,1.0,13.9,0,11-29
2021-11-30,manisa-salihli,37,0,15.3,99.2,0.0,92.7,328.1,1.2,1.0,16.6,0,11-30
2021-12-01,manisa-salihli,17,0,10.4,33.8,0.0,75.1,267.8,2.4,1.0,10.4,0,12-01
2021-12-02,manisa-salihli,16,1,6.4,0.0,0.0,78.0,165.2,1.4,1.0,5.6,0,12-02
2021-12-03,manisa-salihli,16,2,11.8,96.0,0.0,75.4,109.8,1.1,1.0,11.9,0,12-03
2021-12-04,manisa-salihli,6,3,14.0,99.7,0.0,81.8,62.5,0.7,1.0,14.7,0,12-04
2021-12-05,manisa-salihli,9,0,11.6,100.0,0.0,92.1,109.0,2.9,95.0,11.7,0,12-05
2021-12-06,manisa-salihli,7,2,12.8,84.9,0.0,83.1,158.2,0.6,1.0,13.5,0,12-06
2021-12-07,manisa-salihli,23,0,14.8,60.3,0.0,72.8,93.7,2.6,1.0,14.6,0,12-07
2021-12-08,manisa-salihli,12,2,10.5,88.9,0.0,85.8,109.7,2.0,1.0,10.5,0,12-08
2021-12-09,manisa-salihli,4,1,10.2,96.7,0.0,84.0,132.9,1.0,1.0,10.3,0,12-09
2021-12-10,manisa-salihli,18,2,9.7,0.8,0.0,82.9,137.2,1.6,1.0,9.1,0,12-10
2021-12-11,manisa-salihli,4,0,11.4,97.2,0.0,99.1,92.7,2.0,1.0,11.7,0,12-11
2021-12-12,manisa-salihli,8,0,15.9,98.0,0.0,70.0,70.5,1.7,1.0,15.8,0,12-12
2021-12-13,manisa-salihli,8,0,13.4,100.0,0.0,96.5,78.7,1.3,1.0,14.2,0,12-13
2021-12-14,manisa-salihli,9,1,11.5,9.8,0.0,76.9,309.8,0.0,1.0,12.1,0,12-14
2021-12-15,manisa-salihli,4,1,9.4,97.0,0.0,87.8,266.6,1.4,1.0,9.1,0,12-15
2021-12-16,manisa-salihli,6,1,6.6,97.7,0.0,81.3,246.9,2.6,1.0,4.7,0,12-16
2021-12-17,manisa-salihli,6,3,5.5,97.2,0.0,77.8,247.0,2.5,1.0,3.5,0,12-17
2021-12-18,manisa-salihli,8,0,5.2,98.5,0.0,80.8,241.9,1.4,1.0,4.3,0,12-18
2021-12-19,manisa-salihli,3,0,5.7,100.0,0.0,92.0,259.9,1.5,54.2,4.6,0,12-19
2021-12-20,manisa-salihli,7,3,4.5,89.8,0.0,85.2,234.5,2.5,1.0,2.4,0,12-20
2021-12-21,manisa-salihli,8,2,6.0,89.9,0.0,91.1,166.0,1.2,1.0,6.0,0,12-21
2021-12-22,manisa-salihli,7,2,3.4,1.5,0.0,63.1,157.3,1.0,1.0,3.4,0,12-22
2021-12-23,manisa-salihli,4,2,1.9,5.3,0.0,58.8,181.9,1.1,1.0,1.9,0,12-23
2021-12-24,manisa-salihli,11,1,0.3,0.0,0.0,60.3,198.7,1.3,1.0,0.3,0,12-24
2021-12-25,manisa-salihli,11,0,1.2,0.0,0.0,78.6,159.0,1.4,1.0,-0.4,0,12-25
2021-12-26,manisa-salihli,7,0,7.0,85.1,0.0,91.5,153.0,1.4,1.0,6.3,0,12-26
2021-12-27,manisa-salihli,5,0,10.0,61.1,0.0,86.4,153.8,1.3,1.0,10.0,0,12-27
2021-12-28,manisa-salihli,4,0,9.1,52.2,0.0,85.5,161.1,1.4,1.0,8.7,0,12-28
2021-12-29,manisa-salihli,6,1,9.0,61.8,0.0,83.6,149.7,1.7,1.0,8.3,0,12-29
2021-12-30,manisa-salihli,5,2,13.1,97.6,0.0,64.6,92.6,2.4,92.8,12.6,0,12-30
2021-12-31,manisa-salihli,4,0,11.0,52.0,0.0,80.8,122.8,2.5,1.0,11.0,0,12-31
2022-01-01,manisa-salihli,5,0,7.9,22.2,0.0,88.8,251.1,1.5,1.0,7.3,1,01-01
2022-01-02,manisa-salihli,10,1,11.8,13.8,0.0,59.8,248.7,0.7,1.0,11.7,0,01-02
